date,signal_raw,signal_smoothed,position,p_down,p_flat,p_up,pred_label,true_label
2024-06-07,0.05992551372382876,0.13387002808762472,0.8,0.25914107108902584,0.4217923440981197,0.3190665848128546,1,2
2024-06-10,0.03262047332497586,0.09363071324534364,0.8,0.2754717223236023,0.41643608202781984,0.30809219564857815,1,2
2024-06-11,-0.016779105877125167,0.06348263255319413,0.5,0.29700690370901167,0.422765298459102,0.2802277978318865,1,2
2024-06-12,0.08067525400072595,0.05734239002773263,0.5,0.2564050782070368,0.40651458958520026,0.33708033220776273,1,1
2024-06-13,0.013824899798549894,0.03405340699419106,0.5,0.2863102382429461,0.41355462371555796,0.300135138041496,1,1
2024-06-14,-0.040932671254454656,0.013881769998534377,0.5,0.308662825082425,0.4236070210896045,0.26773015382797033,1,0
2024-06-17,-0.05846856606727163,-0.004336037879915123,0.5,0.32592934971571286,0.40660986663584575,0.2674607836484412,1,1
2024-06-18,-0.03400917039256812,-0.0077820507830037135,0.0,0.32193306503847985,0.39014304031560804,0.2879238946459117,1,1
2024-06-20,-0.06680082209804061,-0.03727726600275703,0.0,0.3469948213157004,0.37281117946663955,0.2801939992176598,1,1
2024-06-21,-0.08278798104645779,-0.05659984217175856,0.0,0.3590360576806708,0.36471586568511594,0.276248076634213,1,1
2024-06-24,0.02914671647417827,-0.04258396462603198,0.0,0.3232220567301836,0.3244091700654545,0.3523687732043619,2,2
2024-06-25,-0.03121177756209148,-0.037132606924995946,0.0,0.3431884245047617,0.3448349285525677,0.31197664694267024,1,2
2024-06-26,-0.08418627537925094,-0.04716802792233251,0.0,0.3683184178646549,0.34754943964994106,0.28413214248540397,0,2
2024-06-27,-0.056005674479684686,-0.04500899839866133,0.0,0.35008430773660804,0.35583705900646806,0.29407863325692335,1,2
2024-06-28,-0.04297515193826901,-0.03704643257702357,0.0,0.3462909277126405,0.3503932965129877,0.30331577577437147,1,2
2024-07-01,-0.09326159478642249,-0.06152809482914372,0.0,0.3577733327325522,0.37771492932131806,0.2645117379461297,1,2
2024-07-02,-0.11252874420662903,-0.07779148815805123,0.0,0.345818193895751,0.4208923564151272,0.233289449689122,1,2
